Baseline 100%T,,UV_511359d7-df0d-4018-bfee-ff58585b5809,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
324.9908752,0.5775866508,324.9908752,-0.014629893,
324.481781,0.5504342318,324.481781,-0.01699469239,
324.0118408,0.5556492805,324.0118408,-0.0248465389,
323.5026855,0.5641716123,323.5026855,-0.02291080542,
322.9934998,0.5849922895,322.9934998,-0.02028568462,
322.4842834,0.5939521194,322.4842834,-0.01814792491,
322.0142212,0.5872907043,322.0142212,-0.02200114168,
321.5049438,0.5757821798,321.5049438,-0.0203228388,
320.9956665,0.5711975694,320.9956665,-0.01449171454,
320.4862671,0.572420001,320.4862671,-0.01771672256,
320.0160828,0.5633317828,320.0160828,-0.01168141328,
319.5066833,0.5527855158,319.5066833,-0.01506932173,
318.9972534,0.5612643957,318.9972534,-0.01552688796,
318.487793,0.5746721029,318.487793,-0.01338825934,
318.0174866,0.578301549,318.0174866,-0.01256580278,
317.5079651,0.5822292566,317.5079651,-0.002790325554,
316.9984131,0.5691276789,316.9984131,-0.003391144797,
316.4888,0.5685258508,316.4888,-0.003756945254,
316.0183716,0.5702616572,316.0183716,-0.006001625676,
315.508667,0.5557841659,315.508667,-0.003239373444,
314.9990234,0.5448738337,314.9990234,0.002380904974,
314.4892578,0.5573446155,314.4892578,0.01324656047,
314.0187378,0.5858318806,314.0187378,0.01445899159,
313.5089722,0.5929761529,313.5089722,0.01732094027,
312.999115,0.5758401752,312.999115,0.02919708192,
312.4892883,0.5681295395,312.4892883,0.03868256509,
312.0186157,0.5627607107,312.0186157,0.04461246729,
311.5086975,0.5624794364,311.5086975,0.05689673871,
310.9987793,0.5657783151,310.9987793,0.06894253194,
310.4888,0.5651057959,310.4888,0.0834197551,
310.0180359,0.5708742142,310.0180359,0.09760238975,
309.5079956,0.5769403577,309.5079956,0.1145573854,
308.9979248,0.5809049606,308.9979248,0.1337787658,
308.4878235,0.5722984672,308.4878235,0.1464493126,
308.0169373,0.5817580223,308.0169373,0.1622856706,
307.5067749,0.5899642706,307.5067749,0.1852750778,
306.996582,0.5879333019,306.996582,0.2044046968,
306.4863586,0.5830420852,306.4863586,0.2370391935,
306.0153809,0.5706472397,306.0153809,0.2571495473,
305.5050659,0.5806390643,305.5050659,0.2744175196,
304.9947815,0.5807129741,304.9947815,0.3098545372,
304.484436,0.5844447613,304.484436,0.3311145604,
304.0133057,0.5781514049,304.0133057,0.348343879,
303.5028992,0.5832247138,303.5028992,0.3682622612,
302.9924927,0.5859945416,302.9924927,0.3895953,
302.4819946,0.579105556,302.4819946,0.4097500145,
302.0108032,0.5692774653,302.0108032,0.4244972169,
301.5002747,0.5798692107,301.5002747,0.4535552263,
300.9897156,0.588563323,300.9897156,0.4668294489,
300.5184021,0.5991326571,300.5184021,0.4823513031,
300.007782,0.57856071,300.007782,0.4969379306,
299.4971619,0.5843217373,299.4971619,0.5175489783,
298.9864807,0.5841398239,298.9864807,0.5333150625,
298.5150757,0.5830424428,298.5150757,0.5540591478,
298.0043335,0.581253767,298.0043335,0.5696671009,
297.4935608,0.5815585256,297.4935608,0.5828821063,
296.9827576,0.5847895741,296.9827576,0.6078680158,
296.5112305,0.590220809,296.5112305,0.6247918606,
296.0003662,0.6146020889,296.0003662,0.6439343691,
295.489502,0.6125566959,295.489502,0.659683466,
295.0178833,0.6063019037,295.0178833,0.6782813072,
294.506958,0.5951176882,294.506958,0.7009671926,
293.9959717,0.6005666256,293.9959717,0.7118512988,
293.4849854,0.6153668761,293.4849854,0.7292302847,
293.0132446,0.6217269897,293.0132446,0.7440096736,
292.5021973,0.6185566187,292.5021973,0.7621225119,
291.9911194,0.5975235105,291.9911194,0.7813692689,
291.5193176,0.5944058895,291.5193176,0.7852708697,
291.0081787,0.5916877985,291.0081787,0.7989037633,
290.4970093,0.5920664072,290.4970093,0.8150749207,
289.9857788,0.6049395204,289.9857788,0.8280006647,
289.5138855,0.6298497319,289.5138855,0.8316830397,
289.0026245,0.6158112288,289.0026245,0.8416717649,
288.491333,0.6045207381,288.491333,0.8598264456,
288.0193481,0.6060838699,288.0193481,0.8629710078,
287.5079956,0.6053017974,287.5079956,0.8774319887,
286.9966431,0.6008984447,286.9966431,0.88595438,
286.485199,0.5936352611,286.485199,0.8945857882,
286.0131226,0.612837851,286.0131226,0.8993518353,
285.5016479,0.6216086149,285.5016479,0.9080848098,
284.9901428,0.6259967089,284.9901428,0.9175382257,
284.5180054,0.621576786,284.5180054,0.9144617319,
284.0064392,0.6235769987,284.0064392,0.9221714735,
283.4949036,0.6355922222,283.4949036,0.926394403,
282.9832764,0.6226863861,282.9832764,0.927508235,
282.5109863,0.6127857566,282.5109863,0.9235715866,
281.9993286,0.6073437333,281.9993286,0.9258220792,
281.4876404,0.6302351952,281.4876404,0.9248711467,
281.0153198,0.6430728436,281.0153198,0.9249699712,
280.5035706,0.6389961243,280.5035706,0.9178962111,
279.9917908,0.637955606,279.9917908,0.9209137559,
279.5193481,0.6406193376,279.5193481,0.9118349552,
279.0075073,0.6396600008,279.0075073,0.9034299254,
278.4956665,0.6396579146,278.4956665,0.8950032592,
277.9837952,0.6354857683,277.9837952,0.8920971155,
277.511261,0.6294664145,277.511261,0.8913843632,
276.9993286,0.6323295832,276.9993286,0.8909192085,
276.4873352,0.6404924393,276.4873352,0.8816998005,
276.01474,0.6486450434,276.01474,0.8708078265,
275.5027161,0.6539037824,275.5027161,0.8661162853,
274.9906616,0.6629841328,274.9906616,0.8568632007,
274.5179749,0.6652085185,274.5179749,0.8446487784,
274.0058899,0.6452240348,274.0058899,0.8205315471,
273.4937744,0.6352433562,273.4937744,0.8170827031,
272.9815674,0.6435893774,272.9815674,0.8069415092,
272.5087891,0.6541110277,272.5087891,0.8105758429,
271.9965515,0.6522141099,271.9965515,0.7735052705,
271.4843445,0.6444224715,271.4843445,0.7773954868,
271.0115051,0.6556409001,271.0115051,0.7651846409,
270.4992065,0.7090306878,270.4992065,0.7486029863,
269.9868774,0.7137932777,269.9868774,0.7206867337,
269.513916,0.6848777533,269.513916,0.7155261636,
269.0015564,0.6775039434,269.0015564,0.703578651,
268.4891663,0.6841251254,268.4891663,0.6937609315,
268.0161438,0.6848201752,268.0161438,0.6703115106,
267.5037231,0.6921849847,267.5037231,0.6622568965,
266.9912109,0.6967810392,266.9912109,0.6479728818,
266.518158,0.6916723251,266.518158,0.6392447948,
266.0055847,0.7111030817,266.0055847,0.6117405891,
265.493042,0.734865725,265.493042,0.6017460823,
264.9804688,0.721051693,264.9804688,0.5846689939,
264.5072632,0.7147473097,264.5072632,0.5704760551,
263.9946289,0.7076241374,263.9946289,0.5464176536,
263.4819641,0.7140835524,263.4819641,0.5331681967,
263.0086975,0.7158218622,263.0086975,0.52365309,
262.4959717,0.7258356214,262.4959717,0.5003769398,
261.9832458,0.7342438102,261.9832458,0.489248991,
261.5099182,0.7291309834,261.5099182,0.4811892807,
260.9971313,0.7215370536,260.9971313,0.4543986619,
260.484314,0.7116601467,260.484314,0.4410566092,
260.0108948,0.7312456965,260.0108948,0.4271203578,
259.4980164,0.7726482749,259.4980164,0.413882345,
258.9851379,0.8114304543,258.9851379,0.3979901373,
258.5116577,0.8145903945,258.5116577,0.3878231645,
257.9987183,0.8105792999,257.9987183,0.3705034852,
257.4857483,0.7986463904,257.4857483,0.36361745,
257.012207,0.7995039821,257.012207,0.3516104221,
256.499176,0.8193568587,256.499176,0.3304325044,
255.9861145,0.8239026666,255.9861145,0.3200366795,
255.5124969,0.8168662786,255.5124969,0.3121993244,
254.9994049,0.8233057261,254.9994049,0.3000569344,
254.4862671,0.8250985146,254.4862671,0.2771126032,
254.0125885,0.8250675797,254.0125885,0.27003932,
253.4994049,0.8284253478,253.4994049,0.2578037083,
252.9862061,0.8233755231,252.9862061,0.2471501976,
252.5124664,0.8258410096,252.5124664,0.2397687584,
251.9992218,0.8484937549,251.9992218,0.2301365733,
251.4859161,0.8839313388,251.4859161,0.2191098928,
251.0121155,0.907776475,251.0121155,0.2118843943,
250.4987488,0.9034660459,250.4987488,0.1995129436,
249.9853973,0.8993424177,249.9853973,0.1932838857,
249.5115204,0.8944663405,249.5115204,0.1870025247,
248.9981232,0.8967562914,248.9981232,0.1836534142,
248.4846954,0.9125043154,248.4846954,0.1686633974,
248.0107269,0.9119467139,248.0107269,0.1569829285,
247.4972534,0.926618278,247.4972534,0.1517148167,
246.9837341,0.9457299709,246.9837341,0.1434584409,
246.5097351,0.9871047139,246.5097351,0.1451269835,
245.99617,1.04068625,245.99617,0.1312911659,
245.4825897,1.057379603,245.4825897,0.1269577295,
245.0084686,1.046623349,245.0084686,0.1209874451,
244.4948578,1.039547801,244.4948578,0.1097509861,
243.9812164,1.036189675,243.9812164,0.1057542488,
243.5070648,1.041956544,243.5070648,0.1084607542,
242.9933777,1.051471829,242.9933777,0.09908484668,
242.519165,1.071056724,242.519165,0.09298593551,
242.0054169,1.113687396,242.0054169,0.09222835302,
241.4916534,1.152432799,241.4916534,0.07977372408,
241.017395,1.178896189,241.017395,0.07762733847,
240.5035706,1.1915344,240.5035706,0.07527026534,
239.9897156,1.200500011,239.9897156,0.07218043506,
239.5153809,1.215210319,239.5153809,0.0655381456,
239.0014648,1.224686384,239.0014648,0.06137133017,
238.4875641,1.239763618,238.4875641,0.05756269023,
238.0131683,1.250572562,238.0131683,0.05990167335,
237.4992065,1.278367281,237.4992065,0.05671815574,
236.9852295,1.297128797,236.9852295,0.05909102038,
236.5107422,1.302607536,236.5107422,0.05551662296,
235.9967194,1.336514354,235.9967194,0.05674157664,
235.482666,1.367418528,235.482666,0.05660304427,
235.0081482,1.391427755,235.0081482,0.05052775517,
234.4940186,1.403397083,234.4940186,0.05319493264,
234.0194702,1.424525142,234.0194702,0.05814220011,
233.5052948,1.463716388,233.5052948,0.05544267967,
232.9911346,1.490914583,232.9911346,0.06014081836,
232.5164795,1.505305052,232.5164795,0.07325345278,
232.0022888,1.50744319,232.0022888,0.08051516861,
231.4880524,1.518285513,231.4880524,0.09052336961,
231.0133362,1.560899138,231.0133362,0.0984172374,
230.499054,1.599049211,230.499054,0.1145764962,
229.9847412,1.611482859,229.9847412,0.1449806094,
229.5099792,1.628712535,229.5099792,0.1689333022,
228.995636,1.669272304,228.995636,0.1972568631,
228.4812469,1.740156174,228.4812469,0.2253152877,
228.006424,1.781319976,228.006424,0.2492993027,
227.4919739,1.810876966,227.4919739,0.2894362211,
227.0171356,1.800073147,227.0171356,0.3361058831,
226.502655,1.803267002,226.502655,0.3695095479,
225.9881744,1.837217331,225.9881744,0.4035390019,
225.5132294,1.869817138,225.5132294,0.4175706506,
224.9986877,1.899974465,224.9986877,0.4245457947,
224.4841461,1.915385365,224.4841461,0.4315119684,
224.0091553,1.930123091,224.0091553,0.4354629219,
223.4945526,1.963574529,223.4945526,0.4318657219,
223.0195007,1.984123707,223.0195007,0.4355980754,
222.5048523,1.996099353,222.5048523,0.4389851391,
221.9901886,2.019233942,221.9901886,0.4501281679,
221.5151062,2.045409441,221.5151062,0.4601677358,
221.0003662,2.079571486,221.0003662,0.4716616273,
220.4856567,2.107085466,220.4856567,0.4896054864,
220.010498,2.121525049,220.010498,0.4898469448,
219.4957123,2.14448452,219.4957123,0.5025448799,
218.980896,2.169461727,218.980896,0.4949685931,
218.5056915,2.196069717,218.5056915,0.4892864525,
217.99086,2.209062338,217.99086,0.4822428524,
217.5156097,2.231962204,217.5156097,0.4762697518,
217.0007019,2.249329567,217.0007019,0.4630774856,
216.4857941,2.271159649,216.4857941,0.4556073248,
216.0104828,2.288198233,216.0104828,0.4392465949,
215.4955292,2.326874971,215.4955292,0.4271226823,
214.980545,2.342008114,214.980545,0.4143531919,
214.5052032,2.36712122,214.5052032,0.4247798622,
213.9901733,2.383826971,213.9901733,0.3975279033,
213.51474,2.418190241,213.51474,0.4019723833,
212.9997101,2.45459199,212.9997101,0.3960676491,
212.4846191,2.492096901,212.4846191,0.3807561696,
212.0091553,2.533528805,212.0091553,0.3898714483,
211.4940186,2.586090088,211.4940186,0.370007962,
211.0185394,2.669873238,211.0185394,0.3817599416,
210.5033569,2.79086256,210.5033569,0.3761425018,
209.9881897,2.88984704,209.9881897,0.3604502976,
209.512619,3.081649542,209.512619,0.3052334785,
208.9973907,3.334141254,208.9973907,0.2534311116,
208.482132,3.531211853,208.482132,0.1894830167,
208.0065002,3.745899916,208.0065002,0.5062000155,
207.4912415,3.814791918,207.4912415,0.1899397224,
207.015564,3.852322817,207.015564,0.08472146094,
206.5002289,4.035937786,206.5002289,0.07040312141,
205.9849091,3.887744665,205.9849091,0.001327543869,
205.5091858,3.920040846,205.5091858,-0.02979589254,
204.9937897,3.976664066,204.9937897,0.02931257524,
204.5180206,3.918833256,204.5180206,-0.0566187799,
204.0025787,3.925942659,204.0025787,-0.01885684021,
203.4871521,3.96310997,203.4871521,-0.06146913394,
203.0113373,3.951749325,203.0113373,0.03485403955,
202.4958344,3.986245394,202.4958344,0.1455797702,
201.9803314,3.927166939,201.9803314,0.1475439221,
201.5044556,3.82727623,201.5044556,0.02361491323,
200.9889221,3.729882479,200.9889221,0.1166560873,
200.5130005,3.826084137,200.5130005,-0.01235435903,
199.9974213,3.740065813,199.9974213,0.09782052785,

Baseline 100%T,
Baseline 100%T
Collection Time: 01-Nov-24 16:46:17
Operator Name  :
Scan Version 5.1.3.1042
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  300.000
UV-Vis Data Interval (nm)  0.50
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 01-Nov-24 11:22:43
Method Modifications:
UVVIS SAT Changed: 01-Nov-24 16:46:01, Old:0.0125, New:0.1000
Common SAT Changed: 01-Nov-24 16:46:01, Old:0.0125, New:0.1000
Y Min Abs Changed: 01-Nov-24 16:46:10, Old:    -0.05, New:    -0.30
Y Max Abs Changed: 01-Nov-24 16:46:10, Old:     1.00, New:     4.00
Common Interval nm Changed: 01-Nov-24 16:46:10, Old:     5.00, New:     0.50
Baseline Correction Changed: 01-Nov-24 16:46:10, Old:0, New:1
End Method Modifications
<Current Wavelength> , 200.0

UV_THF_Cinnamald�hyde,
UV_THF_Cinnamald�hyde
Collection Time: 01-Nov-24 15:29:19
Operator Name  :
Scan Version 5.1.3.1042
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  300.000
UV-Vis Data Interval (nm)  0.50
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 01-Nov-24 11:22:43
Method Modifications:
UVVIS SAT Changed: 01-Nov-24 15:20:58, Old:0.0125, New:0.1000
Common SAT Changed: 01-Nov-24 15:20:58, Old:0.0125, New:0.1000
Y Min Abs Changed: 01-Nov-24 15:21:08, Old:    -0.05, New:    -0.30
Y Max Abs Changed: 01-Nov-24 15:21:08, Old:     1.00, New:     4.00
Common Interval nm Changed: 01-Nov-24 15:21:08, Old:     5.00, New:     0.50
Baseline Correction Changed: 01-Nov-24 15:21:08, Old:0, New:1
End Method Modifications
<Current Wavelength> , 200.0

